,fldName,fldDescriptionHeading,fldDescriptionText,fldNpdidField,fldDescriptionDateUpdated,DatesyncNPD
111,ELDFISK,Transport,"Oil and gas are sent to the export pipelines via the Ekofisk Centre. Gas from the Ekofisk area is transported via the Norpipe gas pipeline to Emden in Germany, while the oil is sent via the Norpipe oil pipeline to Teesside in the UK.",43527,28.02.2023,02.04.2024
112,ELDFISK,Status,"In 2022, the production licence 018, which includes the Eldfisk field, was extended until 2048. Drilling of additional wells on Eldfisk is continuing. Drilling targets are also being matured in the eastern structure, Eldfisk Øst. The development of Eldfisk North is ongoing and start-up of production is expected early in 2024.",43527,13.12.2023,02.04.2024
113,ELDFISK,Recovery strategy,"Eldfisk was originally produced by pressure depletion. In 1999, water injection was implemented through horizontal injection wells. Pressure depletion and the water weakening effect have caused reservoir compaction, which in turn has resulted in several metres of seabed subsidence. The Eldfisk II project extends waterflooding on the field.",43527,28.02.2023,02.04.2024
114,ELDFISK,Development,"Eldfisk is a field in the southern part of the Norwegian sector in the North Sea, 10 kilometres south of the Ekofisk field. The water depth is 70 metres. Eldfisk was discovered in 1970, and the plan for development and operation (PDO) was approved in 1975. The initial development consisted of three facilities: Eldfisk B (a combined drilling, wellhead and process facility), and Eldfisk A and Eldfisk FTP (wellhead and process facilities). The production started in 1979. A PDO for water injection was approved in 1997, and the injection facility Eldfisk E was installed in 1999. This facility also provides some the water to Ekofisk K for injection on the Ekofisk field. A PDO for Eldfisk II was approved in 2011, and included a new integrated facility, Eldfisk S, connected by bridge to Eldfisk E. The production from Eldfisk S started in 2015. This facility replaces several functions of Eldfisk A and Eldfisk FTP. Eldfisk A is converted into a wellhead platform and Eldfisk FTP is used as bridge-support facility. The Embla field, located south of Eldfisk, is tied to Eldfisk S. An amended PDO for the subsea development of the northern part of the field, Eldfisk North, was approved in 2022.",43527,13.12.2023,02.04.2024
115,EMBLA,Reservoir,"Embla produces oil and gas from segmented sandstone and conglomerate of Devonian and Permian age. The reservoir is at a depth of more than 4000 metres and has high pressure and high temperature (HPHT). It has a complex, highly faulted structure.",43534,13.12.2023,02.04.2024
116,EMBLA,Development,"Embla is a field in the southern part of the Norwegian sector in the North Sea, south of the Eldfisk field. The water depth is 70 metres. Already in 1974, a well tested oil on Embla, but it was not until 1988 that the field was discovered. The plan for development and operation (PDO) was approved in 1990. The field has been developed with an unmanned wellhead facility, which is remotely controlled from Eldfisk. Production started in 1993. In 1995, an amended PDO for Embla was approved.",43534,13.12.2023,02.04.2024
117,EMBLA,Status,"In 2022, the production licence 018, which includes the Embla field, was extended until 2048. As part of the Eldfisk II development project, Embla was tied to the Eldfisk S facility, extending the lifetime for Embla. Because of the complexity of the reservoir, there are no plans other than optimising the existing production wells. Currently, there are four active producers.",43534,13.12.2023,02.04.2024
118,EMBLA,Recovery strategy,The field is produced by pressure depletion.,43534,28.02.2023,02.04.2024
119,EMBLA,Transport,"Oil and gas are transported by pipeline to the Eldfisk S facility for processing, and further to the Ekofisk Centre for export. Gas from the Ekofisk area is transported via the Norpipe gas pipeline to Emden in Germany, while the oil is sent via the Norpipe oil pipeline to Teesside in the UK.",43534,28.02.2023,02.04.2024
120,ENOCH,Development,"Enoch is a field in the central part of the North Sea on the border to the British sector, ten kilometres northwest of the Gina Krog field. The Norwegian share of the field is 20 per cent. Enoch was proven in 1985, and the plan for development and operation (PDO) was approved in 2005. The field has been developed with one horizontal production well tied to the British Brae field. The production started in 2007.",3437659,13.12.2023,02.04.2024
121,ENOCH,Transport,The well stream from Enoch is transported to the Brae A facility for processing and further transport by pipeline to Cruden Bay in the UK. The gas is sold to Brae.,3437659,28.02.2023,02.04.2024
122,ENOCH,Status,The field is in its late tail phase. Cease of profitable production is currently estimated for the end of 2024.,3437659,28.02.2023,02.04.2024
123,ENOCH,Recovery strategy,The field is produced by pressure depletion.,3437659,28.02.2023,02.04.2024
124,ENOCH,Reservoir,Enoch produces oil from Forties sandstone of Paleocene age. The reservoir is at a depth of 2100 metres and has variable quality.,3437659,09.12.2023,02.04.2024
125,FENJA,Recovery strategy,The field is produced by pressure support from water and gas injection. Produced gas is reinjected into the reservoir. The reinjected gas will be produced at the end of the oil production period.,31164879,29.04.2023,02.04.2024
126,FENJA,Transport,The well stream is routed by pipeline to the Njord A facility for processing. The oil is stored at the Njord B facility and transferred to shuttle tankers. The gas is exported via Åsgard Transport System (ÅTS).,31164879,29.04.2023,02.04.2024
127,FENJA,Status,The potential maturation and development of the Bue area is being evaluated.,31164879,13.12.2023,02.04.2024
128,FENJA,Reservoir,"The reservoirs contain oil and gas in sandstone of Late Jurassic age in the Melke Formation, and oil in Upper Jurassic sandstone in the Rogn Formation. They are in a fan system at a depth of 3200-3500 metres, and have variable reservoir properties.",31164879,13.12.2023,02.04.2024
129,FENJA,Development,"Fenja is a field in the Norwegian Sea, 35 kilometres southwest of the Njord field. The water depth is 325 metres. The field also includes the discovery 6406/12-3 A (Bue). Fenja was discovered in 2014, and the plan for development and operation (PDO) was approved in 2018. The field is developed with two subsea templates with a total of six wells, tied-back to the Njord A facility. The production started in April 2023.",31164879,13.12.2023,02.04.2024
130,FENRIS,Development,"Fenris is located in the southern part of the Norwegian sector in the North Sea, 20 kilometres north of the Ekofisk field and 50 kilometres north of the Valhall field. The water depth is 70 metres. Fenris was discovered in 2012, and the plan for development and operation (PDO) was approved in June 2023. The development concept includes an unmanned wellhead platform tied-back to the Valhall field.",42002478,09.12.2023,02.04.2024
131,FENRIS,Transport,The well stream will be routed by pipeline to the Valhall field centre for processing and further transport.,42002478,12.08.2023,02.04.2024
132,FENRIS,Status,The field is under development. The development of Fenris is coordinated with the further development of the Valhall field. The production is planned to start in 2027.,42002478,12.08.2023,02.04.2024
133,FENRIS,Recovery strategy,The field will be produced by pressure depletion.,42002478,12.08.2023,02.04.2024
134,FENRIS,Reservoir,The reservoir contains gas and condensate in sandstone of Jurassic age in the Ula and Farsund Formations and has high pressure and high temperature (HPHT). It is at a depth of about 5000 metres and has varying quality.,42002478,09.12.2023,02.04.2024
135,FLYNDRE,Status,Flyndre was shut down in July 2023.,24635035,16.08.2023,02.04.2024
136,FLYNDRE,Recovery strategy,The field was produced by pressure depletion. Only the Balmoral reservoir was developed.,24635035,16.08.2023,02.04.2024
137,FLYNDRE,Transport,"The well stream was processed on the Clyde field. Liquids were transported to the Fulmar platform and further to Teesside in the UK via Norpipe. Some of the gas was used offshore for fuel and flare on the Clyde and Fulmar fields, with the remainder going to the terminal of the Shell-Esso Gas and Liquids (SEGAL) system at St Fergus in the UK.",24635035,16.08.2023,02.04.2024
138,FLYNDRE,Development,"Flyndre is a field in the southern part of the Norwegian sector in the North Sea, straddling the border between the Norwegian and UK sectors. The Norwegian share of the field is seven per cent. Flyndre is located 35 kilometres northwest of the Ekofisk field. The water depth is 70 metres. Flyndre was discovered in 1974, and the plan for development and operation (PDO) was approved in 2014. The development included a subsea horizontal well tied-back to the Clyde platform on the UK continental shelf. The production started in 2017.",24635035,09.12.2023,02.04.2024
